movie_name,year,duration,imdb_rating,vote_count,metascore,storyline,url
In the Name of the Father,1993,2h 13m,8.1,202K,84,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",https://www.imdb.com/title/tt0107207/
Falling Down,1993,1h 53m,7.5,226K,56,An ordinary man reaches his breaking point and starts lashing out against the various flaws he sees in society.,https://www.imdb.com/title/tt0106856/
A Series of Unfortunate Events,2004,1h 48m,6.8,231K,62,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",https://www.imdb.com/title/tt0339291/
Sleeping Dogs,2024,1h 50m,6.2,27K,45,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past.",https://www.imdb.com/title/tt8542964/
"Hail, Caesar!",2016,1h 46m,6.3,150K,72,A Hollywood fixer in the 1950s works to keep the studio's stars in line.,https://www.imdb.com/title/tt0475290/
Ash,2025,1h 35m,4.6,17K,63,A woman wakes up on a distant planet and finds the crew of her space station viciously killed. Her investigation into what happened sets in motion a terrifying chain of events.,https://www.imdb.com/title/tt17489650/
The Fly,1986,1h 36m,7.6,223K,81,A botched experiment transmutes a man into a monstrous insect.,https://www.imdb.com/title/tt0091064/
Singin' in the Rain,1952,1h 43m,8.3,282K,99,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,https://www.imdb.com/title/tt0045152/
The Losers,2010,1h 37m,6.2,111K,44,"A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",https://www.imdb.com/title/tt0480255/
Erotica 2022,2020,2h 17m,3.4,399,N/A,"Five stories about women's issues, loosely connected, and all with an erotic element.",https://www.imdb.com/title/tt10399674/
Primer,2004,1h 17m,6.7,121K,68,"Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention.",https://www.imdb.com/title/tt0390384/
Tow,2025,1h 45m,6.6,268,67,"The true story of Amanda Ogle (Byrne), a homeless Seattle woman who fought her way out of tow-company hell to reclaim her life and car after receiving a tow bill for $21,634.",https://www.imdb.com/title/tt21045208/
Death Wish,2018,1h 47m,6.3,83K,31,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.",https://www.imdb.com/title/tt1137450/
"Honey, I Shrunk the Kids",1989,1h 33m,6.4,177K,63,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,https://www.imdb.com/title/tt0097523/
The English Patient,1996,2h 42m,7.4,213K,86,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",https://www.imdb.com/title/tt0116209/
Yellow Letters,2026,2h 7m,7.3,796,66,The marriage of Derya and Aziz is under pressure after losing their jobs because of state arbitrariness and moving to Istanbul to live with Aziz's parents. They and their 13-year-old daughter Ezgi have to redefine their way of life.,https://www.imdb.com/title/tt32888226/
The Little Mermaid,1989,1h 23m,7.6,311K,88,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,https://www.imdb.com/title/tt0097757/
Chloe,2009,1h 36m,6.2,83K,49,"Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe to test his faithfulness. Soon, the relationships between all three intensify.",https://www.imdb.com/title/tt1352824/
Coyote vs. Acme,N/A,N/A,N/A,N/A,N/A,"A story set in the ACME warehouse, the manufacturer of anything and everything used by the Looney Tunes characters.",https://www.imdb.com/title/tt1756855/
Never Let Me Go,2010,1h 43m,7.1,160K,69,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",https://www.imdb.com/title/tt1334260/
Before Midnight,2013,1h 49m,7.9,185K,94,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,https://www.imdb.com/title/tt2209418/
Hunt for the Wilderpeople,2016,1h 41m,7.8,153K,81,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,https://www.imdb.com/title/tt4698684/
Infinity Pool,2023,1h 57m,6.0,73K,72,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.",https://www.imdb.com/title/tt10365998/
Shark Tale,2004,1h 30m,6.0,212K,48,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",https://www.imdb.com/title/tt0307453/
The American President,1995,1h 54m,6.9,65K,68,"Widowed U.S. President Andrew Shepherd falls for a lobbyist, while facing a tough re-election battle.",https://www.imdb.com/title/tt0112346/
RED,2010,1h 51m,7.0,338K,60,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover the assailants.",https://www.imdb.com/title/tt1245526/
Elvis,2022,2h 39m,7.3,260K,64,"The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",https://www.imdb.com/title/tt3704428/
Chungking Express,1994,1h 42m,7.9,110K,78,"Two melancholic Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",https://www.imdb.com/title/tt0109424/
War Machine,2017,2h 2m,6.0,53K,56,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.",https://www.imdb.com/title/tt4758646/
Blazing Saddles,1974,1h 33m,7.7,164K,73,"In order to ruin a western town and steal their land, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",https://www.imdb.com/title/tt0071230/
Not Safe for Work,2014,1h 14m,5.8,5.1K,N/A,An office worker is trapped inside the building where a killer is on the loose.,https://www.imdb.com/title/tt2226495/
Fresh,2022,1h 54m,6.7,92K,67,"After quitting dating apps, a woman meets the supposedly perfect man and accepts his invitation to a romantic weekend getaway, only to find that her new paramour has been hiding some unusual appetites.",https://www.imdb.com/title/tt13403046/
Dark Waters,2019,2h 6m,7.6,121K,73,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,https://www.imdb.com/title/tt9071322/
Mission: Impossible III,2006,2h 6m,6.9,424K,66,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,https://www.imdb.com/title/tt0317919/
Liar Liar,1997,1h 26m,6.9,362K,70,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,https://www.imdb.com/title/tt0119528/
Glass,2019,2h 9m,6.6,303K,43,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",https://www.imdb.com/title/tt6823368/
Poltergeist,1982,1h 54m,7.3,194K,79,"A family's home becomes the center of paranormal activity that opens a doorway to the ""other side."" With help, they must cross over to get their daughter back.",https://www.imdb.com/title/tt0084516/
Road Trip,2000,1h 33m,6.5,188K,55,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.,https://www.imdb.com/title/tt0215129/
Constantine 2,N/A,N/A,N/A,N/A,N/A,"Reeves will reprise his role as supernatural exorcist and demonologist John Constantine. Who, in the original is dying, but sticks around to save his soul by keeping demons in hell from breaching earth.",https://www.imdb.com/title/tt1071873/
Solo: A Star Wars Story,2018,2h 15m,6.9,408K,62,"During an adventure in the criminal underworld, Han Solo meets his future co-pilot Chewbacca and Lando Calrissian years before joining the Rebel Alliance.",https://www.imdb.com/title/tt3778644/
Inherent Vice,2014,2h 28m,6.6,119K,81,"In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",https://www.imdb.com/title/tt1791528/
The Man in the Iron Mask,1998,2h 12m,6.5,190K,49,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,https://www.imdb.com/title/tt0120744/
Priscilla,2023,1h 53m,6.4,54K,79,"When teenage Priscilla Beaulieu meets Elvis Presley, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",https://www.imdb.com/title/tt22041854/
Dangal,2016,2h 41m,8.3,242K,N/A,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",https://www.imdb.com/title/tt5074352/
Mysterious Skin,2004,1h 45m,7.6,85K,74,"Two pre-adolescent boys both experienced a strange event and later it affects their lives in different ways. One becomes a reckless, sexually adventurous prostitute, while the other retreats into a reclusive fantasy of alien abduction.",https://www.imdb.com/title/tt0370986/
The Village,2004,1h 48m,6.6,296K,44,A series of events tests the beliefs of a small isolated countryside village.,https://www.imdb.com/title/tt0368447/
Terrifier 4,N/A,N/A,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt33457310/
Raising Arizona,1987,1h 34m,7.3,160K,69,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",https://www.imdb.com/title/tt0093822/
Thirteen,2003,1h 40m,6.8,108K,70,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",https://www.imdb.com/title/tt0328538/
Cloud Atlas,2012,2h 52m,7.3,386K,55,"As souls are born and reborn, they renew their connections to one another throughout the ages.",https://www.imdb.com/title/tt1371111/
Fatal Attraction,1987,1h 59m,6.9,111K,67,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,https://www.imdb.com/title/tt0093010/
Drag Me to Hell,2009,1h 39m,6.6,231K,83,An ambitious loan officer must find a way to shatter a curse that threatens her soul with damnation.,https://www.imdb.com/title/tt1127180/
Jason Bourne,2016,2h 3m,6.6,257K,58,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,https://www.imdb.com/title/tt4196776/
